text,context_class,relevance_level,primary_label,secondary_label,tertiary_label,source_page,matched_general_terms,matched_specific_terms,score,source,word_len,char_len,level_weight,length_quality,selection_score
"Mughal Dynasty , 1556 – 1857 CE Bengal Subah , c. 1576 – c. 1717 CE Maratha Empire , c. 1674 – c. 1818 CE Company Raj , c. 1757 – c. 1858 CE Kingdom of Mysore , c. 1760 – c. 1799 CE Sikh Empire , c. 1799 – c. 1849 CE",history,primary,indian_history,,,History_of_India,"dynasty, empire","dynasty, empire, raj",14.5,wikipedia,53,216,3,6.0,46.784
"Akbar and the rise of the Mughal empire . History of the Mogul dynasty in India, 1399–1657 . History of India: From Reign of Akbar the Great to the Fall of Moghul Empire (Vol. Storia do Mogor; or, Mogul India 1653–1708, Vol.",history,primary,indian_history,,,Mughal_Empire,"dynasty, empire, history","dynasty, empire, history of india",14.5,wikipedia,42,224,3,6.0,46.776
The Muse of History and the Science of Culture . Understanding history: a primer of historical method . From reliable sources: an introduction to historical methods . The information-literate historian: a guide to research for history students (3 ed.).,history,primary,historiography,,,Historical_method,"era, historical, history","historian, historical method, source",14.5,wikipedia,39,252,3,6.0,46.748
"Akbar married a Rajput princess, Mariam-uz-Zamani , and they had a son, Jahangir ( r. The Mughal dynasty ruled most of the Indian subcontinent by 1600. 1628–1658 ) was the golden age of Mughal architecture. He erected several large monuments, the most famous of which is the Taj Mahal at Agra.",history,primary,indian_history,,,History_of_India,"dynasty, era","dynasty, raj, subcontinent",14.5,wikipedia,51,293,3,6.0,46.707
"The Industrial Revolution , sometimes called the First Industrial Revolution in contrast to the subsequent Second Industrial Revolution , was a transitional period of the global economy toward more widespread, efficient and stable manufacturing processes, succeeding the Second Agricultural Revolution . Beginning in Great Britain around 1760, the Industrial Revolution had spread to continental Europe and the United States by about 1840.",history,primary,wars_revolutions,,,Industrial_Revolution,"period, war","industrial revolution, revolution, war",14.5,wikipedia,62,439,3,5.0,45.061
"Since most African societies recorded their history orally , written records largely focussed on the actions of outsiders. Historiography in the colonial period was undertaken by European academics and historians from a European perspective, under the pretence of Western superiority supported by scientific racism . Oral sources were deprecated and dismissed by unfamiliar historians, giving them the impression Africa had history nor desire to create it.",history,primary,historiography,,,Historiography,"history, period","historian, record, source",14.5,wikipedia,66,456,3,5.0,45.044
"His innovative approach to historical research stressed the importance of art and its inestimable value as a primary source for the study of history. He was one of the first historians to rise above the narrow nineteenth-century notion that ""history is past politics and politics current history.""",history,primary,historiography,,,Historiography,"century, historical, history, past","historian, source",14.3,wikipedia,47,297,3,6.0,46.303000000000004
"Over 99% of human development has occurred within prehistoric cultures, which did not use writing ; no written records exist for study. Without such written sources, the only way to understand prehistoric societies is through archaeology. Because archaeology is the study of past human activity, it stretches back to about 2.5 million years ago when the first stone tools were found – The Oldowan Industry .",history,primary,historiography,,,Archaeology,past,"archaeology, record, source",14.1,wikipedia,66,407,3,6.0,45.793000000000006
"The Chalukya Empire ruled large parts of southern and central India between the 6th and the 12th centuries, as three related yet individual dynasties. The earliest dynasty, known as the ""Badami Chalukyas"", ruled from Vatapi (modern Badami ) from the middle of the 6th century.",history,primary,indian_history,,,History_of_India,"century, dynasty, empire, modern","dynasty, empire",14.0,wikipedia,45,276,3,6.0,45.724
"The Śātavāhanas were based from Amaravati in Andhra Pradesh as well as Junnar ( Pune ) and Prathisthan ( Paithan ) in Maharashtra . The territory of the empire covered large parts of India from the 1st century BCE onward. The Sātavāhanas started out as feudatories to the Mauryan dynasty , but declared independence with its decline.",history,primary,indian_history,,,History_of_India,"century, dynasty, empire, war","dynasty, empire",14.0,wikipedia,57,333,3,6.0,45.667
"In the history of Europe , the Middle Ages or medieval period lasted approximately from the 5th to late 15th centuries, comparable with the post-classical period of global history . The medieval period is the middle epoch of the three traditional divisions of Western history: classical antiquity , the medieval period, and the modern period .",history,primary,world_history,,,Middle_Ages,"history, medieval, modern, period","middle ages, modern",14.0,wikipedia,56,343,3,6.0,45.657
"The Hindu Shahi dynasty ruled portions of eastern Afghanistan, northern Pakistan, and Kashmir from the mid-7th century to the early 11th century. While in Odisha, the Eastern Ganga Empire rose to power; noted for the advancement of Hindu architecture , most notable being Jagannath Temple and Konark Sun Temple , as well as being patrons of art and literature.",history,primary,indian_history,,,History_of_India,"century, dynasty, empire, era","dynasty, empire",14.0,wikipedia,59,360,3,6.0,45.64
